School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Borough Name,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
2013-14,X184,07X298,Academy of Public Relations,X298,778 FOREST AVENUE,X,7,363,778 FOREST AVENUE CONSOLIDATED LOCATION,4,P.S. X017 |  South Bronx Academy for Applied Media |  Academy of Public Relations |  Jill Chaifetz Transfer High School |  778 FOREST AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10456,40.818874,-73.905927,1,17,77,2004690,2026550030,Melrose South-Mott Haven North                                             
2013-14,X184,,778 FOREST AVENUE CONSOLIDATED LOCATION,,778 FOREST AVENUE,X,7,"1,329",778 FOREST AVENUE CONSOLIDATED LOCATION,4,P.S. X017 |  South Bronx Academy for Applied Media |  Academy of Public Relations |  Jill Chaifetz Transfer High School |  778 FOREST AVENUE CONSOLIDATED LOCATION,2,3,9,3,2,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BRONX    ,10456,40.818874,-73.905927,1,17,77,2004690,2026550030,Melrose South-Mott Haven North                                             
2013-14,X189,11X462,Cornerstone Academy for Social Action Middle Schoo,X462,3441 STEENWICK AVENUE,X,11,247,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,2,Cornerstone Academy for Social Action |  Cornerstone Academy for Social Action Middle Schoo |  3441 STEENWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10475,40.883025,-73.830366,12,12,46202,2124548,2052630192,Co-op City                                                                 
2013-14,X189,11X189,Cornerstone Academy for Social Action,X189,3441 STEENWICK AVENUE,X,11,369,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,2,Cornerstone Academy for Social Action |  Cornerstone Academy for Social Action Middle Schoo |  3441 STEENWICK AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10475,40.883025,-73.830366,12,12,46202,2124548,2052630192,Co-op City                                                                 
2013-14,X189,,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,,3441 STEENWICK AVENUE,X,11,616,3441 STEENWICK AVENUE CONSOLIDATED LOCATION,2,Cornerstone Academy for Social Action |  Cornerstone Academy for Social Action Middle Schoo |  3441 STEENWICK AVENUE CONSOLIDATED LOCATION,0,2,2,2,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BRONX    ,10475,40.883025,-73.830366,12,12,46202,2124548,2052630192,Co-op City                                                                 
2013-14,X192,08X371,Urban Institute of Mathematics,X371,650 HOLLYWOOD AVENUE,X,8,290,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,Urban Assembly Academy of Civic Engagement |  Urban Institute of Mathematics |  Mott Hall Community School |  650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10465,40.826526,-73.818417,10,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park                                   
2013-14,X192,08X366,Urban Assembly Academy of Civic Engagement,X366,650 HOLLYWOOD AVENUE,X,8,160,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,Urban Assembly Academy of Civic Engagement |  Urban Institute of Mathematics |  Mott Hall Community School |  650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10465,40.826526,-73.818417,10,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park                                   
2013-14,X192,08X467,Mott Hall Community School,X467,650 HOLLYWOOD AVENUE,X,8,262,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,Urban Assembly Academy of Civic Engagement |  Urban Institute of Mathematics |  Mott Hall Community School |  650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10465,40.826526,-73.818417,10,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park                                   
2013-14,X192,,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,,650 HOLLYWOOD AVENUE,X,8,712,650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,3,Urban Assembly Academy of Civic Engagement |  Urban Institute of Mathematics |  Mott Hall Community School |  650 HOLLYWOOD AVENUE CONSOLIDATED LOCATION,0,7,8,2,2,4C,501-750,0.33,1.32,1.76,0.83,0.59,BRONX    ,10465,40.826526,-73.818417,10,13,158,2077130,2054380001,Schuylerville-Throgs Neck-Edgewater Park                                   
2013-14,X193,12X211,P.S. 211,X211,1919 PROSPECT AVENUE,X,12,637,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,3,"P.S. 211| I.S. X318 Math, Science & Technology Through Arts| ChildrenÂs Aid College Prep Charter School| 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10457,40.843546,-73.889755,6,17,36901,2094582,2029510032,East Tremont                                                               
2013-14,X193,12X318,"I.S. X318 Math, Science & Technology Through Arts",X318,1919 PROSPECT AVENUE,X,12,334,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,3,"P.S. 211| I.S. X318 Math, Science & Technology Through Arts| ChildrenÂs Aid College Prep Charter School| 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10457,40.843546,-73.889755,6,17,36901,2094582,2029510032,East Tremont                                                               
2013-14,X193,84X124      ,ChildrenÂs Aid College Prep Charter School,X124,1919 PROSPECT AVENUE,X,12,,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,3,"P.S. 211| I.S. X318 Math, Science & Technology Through Arts| ChildrenÂs Aid College Prep Charter School| 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10457,40.843546,-73.889755,6,17,36901,2094582,2029510032,East Tremont                                                               
2013-14,X193,,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,,1919 PROSPECT AVENUE,X,12,971,1919 PROSPECT AVENUE CONSOLIDATED LOCATION,3,"P.S. 211| I.S. X318 Math, Science & Technology Through Arts| ChildrenÂs Aid College Prep Charter School| 1919 PROSPECT AVENUE CONSOLIDATED LOCATION",1,5,3,4,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BRONX    ,10457,40.843546,-73.889755,6,17,36901,2094582,2029510032,East Tremont                                                               
2013-14,X194,11X194,PS/MS 194,X194,2365 WATERBURY AVE,X,11,"1,396",,1,PS/MS 194,0,1,0,1,0,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BRONX    ,10462,40.834782,-73.846632,10,18,96,2103494,2038340070,Westchester-Unionport                                                      
2013-14,X198,12X463,Urban Scholars Community School,X463,1180 TINTON AVENUE,X,12,314,1180 TINTON AVENUE CONSOLIDATED LOCATION,2,P.S. 212 |  Urban Scholars Community School |  1180 TINTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10456,40.828419,-73.900721,3,17,135,2004869,2026720001,Morrisania-Melrose                                                         
2013-14,X198,12X212,P.S. 212,X212,1180 TINTON AVENUE,X,12,496,1180 TINTON AVENUE CONSOLIDATED LOCATION,2,P.S. 212 |  Urban Scholars Community School |  1180 TINTON AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10456,40.828419,-73.900721,3,17,135,2004869,2026720001,Morrisania-Melrose                                                         
2013-14,X198,,1180 TINTON AVENUE CONSOLIDATED LOCATION,,1180 TINTON AVENUE,X,12,810,1180 TINTON AVENUE CONSOLIDATED LOCATION,2,P.S. 212 |  Urban Scholars Community School |  1180 TINTON AVENUE CONSOLIDATED LOCATION,0,4,4,2,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BRONX    ,10456,40.828419,-73.900721,3,17,135,2004869,2026720001,Morrisania-Melrose                                                         
2013-14,X205,10X205,P.S. 205 Fiorello Laguardia,X205,2475 SOUTHERN BOULEVARD,X,10,"1,025",,1,P.S. 205 Fiorello Laguardia,0,1,0,0,1,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BRONX    ,10458,40.855263,-73.881139,6,15,393,2086808,2031150021,Belmont                                                                    
2013-14,X206,10X206,I.S. 206 Ann Mersereau,X206,2280 AQUEDUCT AVENUE,X,10,307,,1,I.S. 206 Ann Mersereau,0,2,3,0,2,3C,251-500,0.35,1.06,1.09,0.73,0.5,BRONX    ,10468,40.859686,-73.906495,7,14,253,2086823,2032090001,Kingsbridge Heights                                                        
2013-14,X209,10X209,P.S. 209,X209,313 EAST 183RD STREET,X,10,251,,1,P.S. 209,0,0,1,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BRONX    ,10458,40.856723,-73.897885,5,15,38301,2103868,2031460072,Fordham South                                                              
2013-14,X211,10X319,Providing Urban Learners Success In Education High,X319,560 EAST 179 STREET,X,10,227,,1,Providing Urban Learners Success In Education High,1,0,0,1,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BRONX    ,10457,40.8486,-73.893654,6,15,37504,2011844,2030610055,East Tremont                                                               
2013-14,X229,09X274,The New American Academy at Roberto Clemente State,X274,275 HARLEM RIVER PARK BRIDGE,X,9,312,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,3,I.S. 229 Roland Patterson |  P.S. 230 Dr Roland N. Patterson |  The New American Academy at Roberto Clemente State |  275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10453,40.852536,-73.921467,5,16,53,2009253,2028820130,University Heights-Morris Heights                                          
2013-14,X229,09X230,P.S. 230 Dr Roland N. Patterson,X230,275 HARLEM RIVER PARK BRIDGE,X,9,199,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,3,I.S. 229 Roland Patterson |  P.S. 230 Dr Roland N. Patterson |  The New American Academy at Roberto Clemente State |  275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10453,40.852536,-73.921467,5,16,53,2009253,2028820130,University Heights-Morris Heights                                          
2013-14,X229,09X229,I.S. 229 Roland Patterson,X229,275 HARLEM RIVER PARK BRIDGE,X,9,208,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,3,I.S. 229 Roland Patterson |  P.S. 230 Dr Roland N. Patterson |  The New American Academy at Roberto Clemente State |  275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10453,40.852536,-73.921467,5,16,53,2009253,2028820130,University Heights-Morris Heights                                          
2013-14,X229,,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,,275 HARLEM RIVER PARK BRIDGE,X,9,719,275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,3,I.S. 229 Roland Patterson |  P.S. 230 Dr Roland N. Patterson |  The New American Academy at Roberto Clemente State |  275 HARLEM RIVER PARK BRIDGE CONSOLIDATED LOCATION,0,5,3,3,2,4C,501-750,0.33,1.32,1.76,0.83,0.59,BRONX    ,10453,40.852536,-73.921467,5,16,53,2009253,2028820130,University Heights-Morris Heights                                          
2013-14,X234,12X300,The School of Science and Applied Learning,X300,2050 PROSPECT AVENUE,X,12,602,,1,The School of Science and Applied Learning,0,1,1,0,1,4C,501-750,0.33,1.32,1.76,0.83,0.59,BRONX    ,10457,40.846236,-73.887405,6,15,371,2012957,2031090001,East Tremont                                                               
2013-14,X235,09X218,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,X218,1220 GERARD AVENUE,X,9,930,,1,P.S./I.S. 218 Rafael Hernandez Dual Language Magne,0,0,0,0,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BRONX    ,10452,40.835847,-73.920026,4,16,197,2097130,2024800008,West Concourse                                                             
2013-14,X240,09X555,Mount Eden Children's Academy,X555,1501 JEROME AVENUE,X,9,199,1501 JEROME AVENUE CONSOLIDATED LOCATION,2,Comprehensive Model School Project M.S. 327 |  Mount Eden Children's Academy |  1501 JEROME AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10452,40.842495,-73.916082,4,14,209,2008336,2028590077,West Concourse                                                             
2013-14,X240,09X327,Comprehensive Model School Project M.S. 327,X327,1501 JEROME AVENUE,X,9,543,1501 JEROME AVENUE CONSOLIDATED LOCATION,2,Comprehensive Model School Project M.S. 327 |  Mount Eden Children's Academy |  1501 JEROME AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10452,40.842495,-73.916082,4,14,209,2008336,2028590077,West Concourse                                                             
2013-14,X240,,1501 JEROME AVENUE CONSOLIDATED LOCATION,,1501 JEROME AVENUE,X,9,742,1501 JEROME AVENUE CONSOLIDATED LOCATION,2,Comprehensive Model School Project M.S. 327 |  Mount Eden Children's Academy |  1501 JEROME AVENUE CONSOLIDATED LOCATION,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BRONX    ,10452,40.842495,-73.916082,4,14,209,2008336,2028590077,West Concourse                                                             
2013-14,X254,10X254,I.S. 254,X254,2452 WASHINGTON AVENUE,X,10,434,,1,I.S. 254,0,5,2,2,2,3C,251-500,0.35,1.06,1.09,0.73,0.5,BRONX    ,10458,40.858815,-73.890232,6,15,387,2103863,2030580003,Belmont                                                                    
2013-14,X279,10X279,"P.S. 279 Captain Manuel Rivera, Jr.",X279,2100 WALTON AVENUE,X,10,"1,049",,1,"P.S. 279 Captain Manuel Rivera, Jr.",0,0,1,0,0,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BRONX    ,10453,40.854432,-73.905566,5,14,241,2103867,2031780014,Mount Hope                                                                 
2013-14,X283,10X228,Jonas Bronck Academy,X228,400 EAST FORDHAM ROAD,X,10,258,,1,Jonas Bronck Academy,0,0,0,0,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BRONX    ,10458,40.861668,-73.891337,6,15,38302,2116415,2030337501,Fordham South                                                              
2013-14,X285,09X361,The Highbridge Green School,X361,200 West 167th Street,X,9,143,,1,The Highbridge Green School,1,0,0,1,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BRONX    ,10452,40.838224,-73.927891,4,16,193,2117349,2025270058,Highbridge                                                                 
2013-14,X292,11X357,Young Voices Academy of the Bronx,X357,800 LYDIG AVENUE,X,11,91,,1,Young Voices Academy of the Bronx,0,0,0,0,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BRONX    ,10462,40.854415,-73.863732,11,13,228,2048831,2042930031,Pelham Parkway                                                             
2013-14,X306,10X331,The Bronx School of Young Leaders,X331,40 WEST TREMONT AVENUE,X,10,386,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10453,40.851823,-73.91118,5,14,217,2098721,2028620014,University Heights-Morris Heights                                          
2013-14,X306,10X306,P.S. 306,X306,40 WEST TREMONT AVENUE,X,10,758,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,5C,751-1000,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10453,40.851823,-73.91118,5,14,217,2098721,2028620014,University Heights-Morris Heights                                          
2014-15,K179,20K179,P.S. 179 Kensington,K179,202 AVENUE C,K,20,974,,1,P.S. 179 Kensington,0,0,0,0,0,5C,751-1000,0.46,1.65,2.77,1.17,0.75,BROOKLYN ,11218,40.640463,-73.977642,12,39,488,3126001,3053710001,Kensington-Ocean Parkway                                                   
2013-14,X306,,40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,,40 WEST TREMONT AVENUE,X,10,"1,144",40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,2,P.S. 306 |  The Bronx School of Young Leaders |  40 WEST TREMONT AVENUE CONSOLIDATED LOCATION,1,3,2,3,1,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BRONX    ,10453,40.851823,-73.91118,5,14,217,2098721,2028620014,University Heights-Morris Heights                                          
2013-14,X338,09X204,P.S. 204 Morris Heights,X204,1780 DR. MARTIN LUTHER KING JR. BLVD,X,9,583,,1,P.S. 204 Morris Heights,0,0,1,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,,,,,,,,,,
2013-14,X340,10X340,P.S. 340,X340,25 WEST 195 STREET,X,10,653,,1,P.S. 340,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BRONX    ,10468,40.869007,-73.89749,7,11,409,2101862,2032470015,Van Cortlandt Village                                                      
2013-14,X360,10X360,P.S. 360,X360,2880 KINGSBRIDGE TERRACE,X,10,501,,1,P.S. 360,0,1,0,1,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BRONX    ,10463,40.874411,-73.902573,8,14,273,2103864,2032530341,Van Cortlandt Village                                                      
2013-14,X362,11X514,The Bronxwood Preparatory Academy,X514,921 EAST 228TH STREET,X,11,414,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,Academy for Scholarship and Entrepreneurship: A Co |  New World High School |  The Bronxwood Preparatory Academy |  921 EAST 228TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10466,40.887831,-73.852694,12,12,404,2064589,2048640035,Williamsbridge-Olinville                                                   
2013-14,X362,11X513,New World High School,X513,921 EAST 228TH STREET,X,11,401,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,Academy for Scholarship and Entrepreneurship: A Co |  New World High School |  The Bronxwood Preparatory Academy |  921 EAST 228TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10466,40.887831,-73.852694,12,12,404,2064589,2048640035,Williamsbridge-Olinville                                                   
2013-14,X362,11X270,Academy for Scholarship and Entrepreneurship: A Co,X270,921 EAST 228TH STREET,X,11,437,921 EAST 228TH STREET CONSOLIDATED LOCATION,3,Academy for Scholarship and Entrepreneurship: A Co |  New World High School |  The Bronxwood Preparatory Academy |  921 EAST 228TH STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10466,40.887831,-73.852694,12,12,404,2064589,2048640035,Williamsbridge-Olinville                                                   
2013-14,X362,,921 EAST 228TH STREET CONSOLIDATED LOCATION,,921 EAST 228TH STREET,X,11,"1,252",921 EAST 228TH STREET CONSOLIDATED LOCATION,3,Academy for Scholarship and Entrepreneurship: A Co |  New World High School |  The Bronxwood Preparatory Academy |  921 EAST 228TH STREET CONSOLIDATED LOCATION,3,18,18,6,4,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BRONX    ,10466,40.887831,-73.852694,12,12,404,2064589,2048640035,Williamsbridge-Olinville                                                   
2013-14,X368,10X368,In-Tech Academy (M.S. / High School 368),X368,2975 TIBBETT AVENUE,X,10,"1,036",,1,In-Tech Academy (M.S. / High School 368),1,1,1,1,1,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BRONX    ,10463,40.879368,-73.909896,8,11,29302,2112838,2057160725,Spuyten Duyvil-Kingsbridge                                                 
2013-14,X392,08X269,Bronx Studio School for Writers and Artists,X269,928 SIMPSON STREET,X,8,540,,1,Bronx Studio School for Writers and Artists,0,2,1,0,2,4C,501-750,0.33,1.32,1.76,0.83,0.59,BRONX    ,10459,40.820579,-73.893128,2,17,89,2116211,2027230033,Hunts Point                                                                
2013-14,X400,09X404,School for Excellence,X404,1110 BOSTON ROAD,X,9,396,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies |  Bronx International High School |  School for Excellence |  High School for Violin and Dance |  1110 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10456,40.827642,-73.904473,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         
2013-14,X400,09X297,Morris Academy for Collaborative Studies,X297,1110 BOSTON ROAD,X,9,464,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies |  Bronx International High School |  School for Excellence |  High School for Violin and Dance |  1110 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10456,40.827642,-73.904473,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         
2013-14,X400,09X543,High School for Violin and Dance,X543,1110 BOSTON ROAD,X,9,378,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies |  Bronx International High School |  School for Excellence |  High School for Violin and Dance |  1110 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10456,40.827642,-73.904473,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         
2013-14,X400,09X403,Bronx International High School,X403,1110 BOSTON ROAD,X,9,414,1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies |  Bronx International High School |  School for Excellence |  High School for Violin and Dance |  1110 BOSTON ROAD CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10456,40.827642,-73.904473,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         
2013-14,X400,,1110 BOSTON ROAD CONSOLIDATED LOCATION,,1110 BOSTON ROAD,X,9,"1,652",1110 BOSTON ROAD CONSOLIDATED LOCATION,4,Morris Academy for Collaborative Studies |  Bronx International High School |  School for Excellence |  High School for Violin and Dance |  1110 BOSTON ROAD CONSOLIDATED LOCATION,0,9,15,3,5,8C,1501-1750,0.81,3.95,6.51,2.3,1.78,BRONX    ,10456,40.827642,-73.904473,3,16,135,2004526,2026340001,Morrisania-Melrose                                                         
2013-14,X401,84X200      ,ROADS Charter School II,X200,1010 REV. J. A. POLITE AVENUE,X,12,,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,3,Arturo A. Schomburg Satellite Academy Bronx|  Bronx Regional High School|  ROADS Charter School II|  1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10459,40.823532,-73.898872,2,17,12901,2005366,2026980012,Longwood                                                                   
2013-14,X401,12X480,Bronx Regional High School,X480,1010 REV. J. A. POLITE AVENUE,X,12,255,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,3,Arturo A. Schomburg Satellite Academy Bronx|  Bronx Regional High School|  ROADS Charter School II|  1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10459,40.823532,-73.898872,2,17,12901,2005366,2026980012,Longwood                                                                   
2013-14,X401,12X446,Arturo A. Schomburg Satellite Academy Bronx,X446,1010 REV. J. A. POLITE AVENUE,X,12,226,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,3,Arturo A. Schomburg Satellite Academy Bronx|  Bronx Regional High School|  ROADS Charter School II|  1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10459,40.823532,-73.898872,2,17,12901,2005366,2026980012,Longwood                                                                   
2013-14,X401,,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,,1010 REV. J. A. POLITE AVENUE,X,12,481,1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,3,Arturo A. Schomburg Satellite Academy Bronx|  Bronx Regional High School|  ROADS Charter School II|  1010 REV. J. A. POLITE AVENUE CONSOLIDATED LOCATION,0,8,12,3,2,3C,251-500,0.35,1.06,1.09,0.73,0.5,BRONX    ,10459,40.823532,-73.898872,2,17,12901,2005366,2026980012,Longwood                                                                   
2013-14,X405,08X558,Westchester Square Academy,X558,3000 EAST TREMONT AVENUE,X,8,251,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,7,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School. |  Herbert H. Lehman Yabc |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10461,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   
2013-14,X405,08X348,Schuylerville Preparatory High School,X348,3000 EAST TREMONT AVENUE,X,8,95,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,7,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School. |  Herbert H. Lehman Yabc |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10461,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   
2013-14,X405,08X293,Renaissance High School for Musical Theater & Tech,X293,3000 EAST TREMONT AVENUE,X,8,454,3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,7,Renaissance High School for Musical Theater & Tech |  Pelham Lab High School |  Schuylerville Preparatory High School |  Bronx River High School |  Herbert H. Lehman High School. |  Herbert H. Lehman Yabc |  Westchester Square Academy |  3000 EAST TREMONT AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BRONX    ,10461,40.840702,-73.838545,10,13,194,2074045,2053680001,Schuylerville-Throgs Neck-Edgewater Park                                   
