School Year,Building Code,DBN,Location Name,Location Code,Address,Borough,Geographical District Code,Register,Building Name,# Schools,Schools in Building,Major N,Oth N,NoCrim N,Prop N,Vio N,ENGroupA,RangeA,AvgOfMajor N,AvgOfOth N,AvgOfNoCrim N,AvgOfProp N,AvgOfVio N,Borough Name,Postcode,Latitude,Longitude,Community Board,Council District ,Census Tract,BIN,BBL,NTA
2013-14,K001,15K001,P.S. 001 The Bergen,K001,309 47 STREET,K,15,"1,277",,1,P.S. 001 The Bergen,0,2,1,1,0,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BROOKLYN ,11220,40.649042,-74.012289,7,38,80,3011821,3007550022,Sunset Park West                                                           
2013-14,K002,17K002,Parkside Preparatory Academy,K002,655 PARKSIDE AVENUE,K,17,479,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11226,40.656183,-73.951583,9,40,802,3378201,3050500051,Prospect Lefferts Gardens-Wingate                                          
2013-14,K002,75K141,P.S. K141,K141,655 PARKSIDE AVENUE,K,17,397,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11226,40.656183,-73.951583,9,40,802,3378201,3050500051,Prospect Lefferts Gardens-Wingate                                          
2013-14,K002,84K704      ,Explore Charter School,K704,655 PARKSIDE AVENUE,K,17,,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11226,40.656183,-73.951583,9,40,802,3378201,3050500051,Prospect Lefferts Gardens-Wingate                                          
2013-14,K002,,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,,655 PARKSIDE AVENUE,K,17,876,655 PARKSIDE AVENUE CONSOLIDATED LOCATION,3,Parkside Preparatory Academy |  P.S. K141 |Explore Charter High School |655 PARKSIDE AVENUE CONSOLIDATED LOCATION,1,5,2,2,4,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11226,40.656183,-73.951583,9,40,802,3378201,3050500051,Prospect Lefferts Gardens-Wingate                                          
2013-14,K003,13K003,P.S. 003 The Bedford Village,K003,50 JEFFERSON AVENUE,K,13,513,,1,P.S. 003 The Bedford Village,2,0,0,2,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11216,40.682663,-73.955338,3,36,227,3057406,3019980001,Clinton Hill                                                               
2013-14,K005,16K005,P.S. 005 Dr. Ronald Mcnair,K005,820 HANCOCK STREET,K,16,312,,1,P.S. 005 Dr. Ronald Mcnair,1,1,0,2,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11233,40.685695,-73.922463,3,41,377,3039906,3014900001,Stuyvesant Heights                                                         
2013-14,K006,17K006,P.S. 006,K006,43 SNYDER AVENUE,K,17,714,,1,P.S. 006,0,1,2,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11226,40.64859,-73.957138,14,40,794,3117230,3051030079,Erasmus                                                                    
2013-14,K007,19K007,P.S. 007 Abraham Lincoln,K007,858 JAMAICA AVENUE,K,19,"1,073",,1,P.S. 007 Abraham Lincoln,0,1,0,0,0,6C,1001-1250,0.56,2.4,3.56,1.36,1.05,BROOKLYN ,11208,40.689697,-73.873109,5,37,118201,3090998,3041060039,Cypress Hills-City Line                                                    
2013-14,K008,13K008,P.S. 008 Robert Fulton,K008,37 HICKS STREET,K,13,848,,1,P.S. 008 Robert Fulton,0,0,0,0,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11201,40.70071,-73.993241,2,33,1,3001540,3002110001,Brooklyn Heights-Cobble Hill                                               
2013-14,K009,13K009,P.S. 009 Teunis G. Bergen,K009,80 UNDERHILL AVENUE,K,13,722,80 UNDERHILL AVENUE CONSOLIDATED LOCATION,2,P.S. 009 Teunis G. Bergen|Brooklyn East Collegiate Charter School|80 UNDERHILL AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,4C,501-750,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11238,40.678297,-73.965541,8,35,205,3028204,3011450026,Prospect Heights                                                           
2013-14,K009,84K780      ,Brooklyn East Collegiate Charter School,K780,80 UNDERHILL AVENUE,K,13,,80 UNDERHILL AVENUE CONSOLIDATED LOCATION,2,P.S. 009 Teunis G. Bergen|Brooklyn East Collegiate Charter School|80 UNDERHILL AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11238,40.678297,-73.965541,8,35,205,3028204,3011450026,Prospect Heights                                                           
2013-14,K009,,80 UNDERHILL AVENUE CONSOLIDATED LOCATION,,80 UNDERHILL AVENUE,K,13,722,80 UNDERHILL AVENUE CONSOLIDATED LOCATION,2,P.S. 009 Teunis G. Bergen|Brooklyn East Collegiate Charter School|80 UNDERHILL AVENUE CONSOLIDATED LOCATION,0,1,1,1,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11238,40.678297,-73.965541,8,35,205,3028204,3011450026,Prospect Heights                                                           
2013-14,K010,15K010,"Magnet School of Math, Science and Design Technolo",K010,511 7 AVENUE,K,15,921,,1,"Magnet School of Math, Science and Design Technolo",0,1,0,0,1,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11215,40.661061,-73.986534,7,38,149,3016509,3008690001,Park Slope-Gowanus                                                         
2013-14,K011,13K011,P.S. 011 Purvis J. Behan,K011,419 WAVERLY AVENUE,K,13,732,,1,P.S. 011 Purvis J. Behan,1,0,1,1,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11238,40.685491,-73.966291,2,35,199,3332865,3019620010,Clinton Hill                                                               
2013-14,K012,17K484,Ronald Edmonds Learning Center II,K484,430 HOWARD AVENUE,K,23,146,430 HOWARD AVENUE CONSOLIDATED LOCATION,2,Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11233,40.673073,-73.919594,16,41,363,3039174,3014570032,Ocean Hill                                                                 
2013-14,K012,17K012,Dr. Jacqueline Peek-Davis School,K012,430 HOWARD AVENUE,K,23,211,430 HOWARD AVENUE CONSOLIDATED LOCATION,2,Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11233,40.673073,-73.919594,16,41,363,3039174,3014570032,Ocean Hill                                                                 
2013-14,K012,,430 HOWARD AVENUE CONSOLIDATED LOCATION,,430 HOWARD AVENUE,K,23,357,430 HOWARD AVENUE CONSOLIDATED LOCATION,2,Dr. Jacqueline Peek-Davis School |  Ronald Edmonds Learning Center II |  430 HOWARD AVENUE CONSOLIDATED LOCATION,2,3,3,5,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11233,40.673073,-73.919594,16,41,363,3039174,3014570032,Ocean Hill                                                                 
2013-14,K013,19K013,P.S. 013 Roberto Clemente,K013,557 PENNSYLVANIA AVENUE,K,19,494,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.663673,-73.893754,5,42,1126,3085070,3038230001,East New York (Pennsylvania Ave)                                           
2013-14,K013,84K358      ,Achievement First East New York Charter School,K358,557 PENNSYLVANIA AVENUE,K,19,,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11207,40.663673,-73.893754,5,42,1126,3085070,3038230001,East New York (Pennsylvania Ave)                                           
2013-14,K013,,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,,557 PENNSYLVANIA AVENUE,K,19,494,557 PENNSYLVANIA AVENUE CONSOLIDATED LOCATION,2,P.S. 013 Roberto Clemente| Achievement First East New York Charter School| 557 PENNSYLVANIA AVENUE CONDOLIDATED LOCATION,0,1,4,0,1,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11207,40.663673,-73.893754,5,42,1126,3085070,3038230001,East New York (Pennsylvania Ave)                                           
2013-14,K014,22K014,J.H.S. 014 Shell Bank,K014,2424 BATCHELDER STREET,K,22,558,,1,J.H.S. 014 Shell Bank,0,4,2,3,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11235,40.593521,-73.937672,15,48,596,3203617,3074240001,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             
2013-14,K015,15K015,P.S. 015 Patrick F. Daly,K015,71 SULLIVAN STREET,K,15,392,,1,P.S. 015 Patrick F. Daly,0,1,1,1,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11231,40.677343,-74.011558,6,38,53,3008585,3005660001,Carroll Gardens-Columbia Street-Red Hook                                   
2013-14,K016,84K355      ,Williamsburg Collegiate Charter School,K355,157 WILSON STREET,K,14,,157 WILSON STREET CONSOLIDATED LOCATION,2,P.S. 016 Leonard Dunkly|  Williamsburg Collegiate Charter School|  157 WILSON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11211,40.706023,-73.961476,1,33,535,3059906,3021770001,Williamsburg                                                               
2013-14,K016,14K016,P.S. 016 Leonard Dunkly,K016,157 WILSON STREET,K,14,249,157 WILSON STREET CONSOLIDATED LOCATION,2,P.S. 016 Leonard Dunkly|  Williamsburg Collegiate Charter School|  157 WILSON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11211,40.706023,-73.961476,1,33,535,3059906,3021770001,Williamsburg                                                               
2013-14,K016,,157 WILSON STREET CONSOLIDATED LOCATION,,157 WILSON STREET,K,14,249,157 WILSON STREET CONSOLIDATED LOCATION,2,P.S. 016 Leonard Dunkly|  Williamsburg Collegiate Charter School|  157 WILSON STREET CONSOLIDATED LOCATION,0,0,2,0,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11211,40.706023,-73.961476,1,33,535,3059906,3021770001,Williamsburg                                                               
2013-14,K017,14K017,P.S. 017 Henry D. Woodworth,K017,208 NORTH  5 STREET,K,14,334,208 NORTH  5 STREET CONSOLIDATED LOCATION,2,P.S. 017 Henry D. Woodworth |  Conselyea Preparatory School |  208 NORTH  5 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11211,40.715351,-73.956716,1,34,519,3062337,3023450001,North Side-South Side                                                      
2013-14,K017,14K577,Conselyea Preparatory School,K577,208 NORTH  5 STREET,K,14,498,208 NORTH  5 STREET CONSOLIDATED LOCATION,2,P.S. 017 Henry D. Woodworth |  Conselyea Preparatory School |  208 NORTH  5 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11211,40.715351,-73.956716,1,34,519,3062337,3023450001,North Side-South Side                                                      
2013-14,K017,,208 NORTH  5 STREET CONSOLIDATED LOCATION,,208 NORTH  5 STREET,K,14,832,208 NORTH  5 STREET CONSOLIDATED LOCATION,2,P.S. 017 Henry D. Woodworth |  Conselyea Preparatory School |  208 NORTH  5 STREET CONSOLIDATED LOCATION,0,0,1,0,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11211,40.715351,-73.956716,1,34,519,3062337,3023450001,North Side-South Side                                                      
2013-14,K018,14K018,P.S. 018 Edward Bush,K018,101 MAUJER STREET,K,14,197,,1,P.S. 018 Edward Bush,1,2,1,3,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11206,40.710609,-73.946977,1,34,503,3069559,3027870001,East Williamsburg                                                          
2013-14,K019,14K019,P.S. 019 Roberto Clemente,K019,325 SOUTH  3 STREET,K,14,113,325 SOUTH  3 STREET CONSOLIDATED LOCATION,2,P.S. 019 Roberto Clemente |  Brooklyn Arbor Elementary School |  325 SOUTH  3 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11211,40.709647,-73.95465,1,34,527,3063188,3024230001,North Side-South Side                                                      
2013-14,K019,14K414,Brooklyn Arbor Elementary School,K414,325 SOUTH  3 STREET,K,14,334,325 SOUTH  3 STREET CONSOLIDATED LOCATION,2,P.S. 019 Roberto Clemente |  Brooklyn Arbor Elementary School |  325 SOUTH  3 STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11211,40.709647,-73.95465,1,34,527,3063188,3024230001,North Side-South Side                                                      
2013-14,K019,,325 SOUTH  3 STREET CONSOLIDATED LOCATION,,325 SOUTH  3 STREET,K,14,447,325 SOUTH  3 STREET CONSOLIDATED LOCATION,2,P.S. 019 Roberto Clemente |  Brooklyn Arbor Elementary School |  325 SOUTH  3 STREET CONSOLIDATED LOCATION,0,1,1,1,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11211,40.709647,-73.95465,1,34,527,3063188,3024230001,North Side-South Side                                                      
2013-14,K020,13K020,P.S. 020 Clinton Hill,K020,225 ADELPHI STREET,K,13,321,225 ADELPHI STREET CONSOLIDATED LOCATION,2,P.S. 020 Clinton Hill |  Academy of Arts and Letters |  225 ADELPHI STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11205,40.690765,-73.971376,2,35,183,3058531,3020910003,Fort Greene                                                                
2013-14,K020,13K492,Academy of Arts and Letters,K492,225 ADELPHI STREET,K,13,490,225 ADELPHI STREET CONSOLIDATED LOCATION,2,P.S. 020 Clinton Hill |  Academy of Arts and Letters |  225 ADELPHI STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11205,40.690765,-73.971376,2,35,183,3058531,3020910003,Fort Greene                                                                
2013-14,K020,,225 ADELPHI STREET CONSOLIDATED LOCATION,,225 ADELPHI STREET,K,13,811,225 ADELPHI STREET CONSOLIDATED LOCATION,2,P.S. 020 Clinton Hill |  Academy of Arts and Letters |  225 ADELPHI STREET CONSOLIDATED LOCATION,0,0,1,0,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11205,40.690765,-73.971376,2,35,183,3058531,3020910003,Fort Greene                                                                
2013-14,K021,16K021,P.S. 021 Crispus Attucks,K021,180 CHAUNCEY STREET,K,16,648,,1,P.S. 021 Crispus Attucks,0,1,1,1,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11233,40.680727,-73.926597,3,36,381,3047914,3016920017,Crown Heights North                                                        
2013-14,K022,17K022,P.S. 022,K022,443 ST MARKS AVENUE,K,17,24,443 ST MARKS AVENUE CONSOLIDATED LOCATION,3,P.S. 022 |Brooklyn Arts and Science Elementary School |Explore Exceed Charter School |443 ST MARKS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11238,40.676774,-73.960058,8,35,305,3028281,3011480050,Crown Heights North                                                        
2013-14,K022,84K333      ,Explore Exceed Charter School,K333,443 ST MARKS AVENUE,K,17,,,3,P.S. 022 |Brooklyn Arts and Science Elementary School |Explore Exceed Charter School |443 ST MARKS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11238,40.676774,-73.960058,8,35,305,3028281,3011480050,Crown Heights North                                                        
2013-14,K022,17K705,Brooklyn Arts and Science Elementary School,K705,443 ST MARKS AVENUE,K,17,268,443 ST MARKS AVENUE CONSOLIDATED LOCATION,3,P.S. 022 |Brooklyn Arts and Science Elementary School |Explore Exceed Charter School |443 ST MARKS AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11238,40.676774,-73.960058,8,35,305,3028281,3011480050,Crown Heights North                                                        
2013-14,K022,,443 ST MARKS AVENUE CONSOLIDATED LOCATION,,443 ST MARKS AVENUE,K,17,292,443 ST MARKS AVENUE CONSOLIDATED LOCATION,3,P.S. 022 |Brooklyn Arts and Science Elementary School |Explore Exceed Charter School |443 ST MARKS AVENUE CONSOLIDATED LOCATION,2,0,2,2,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11238,40.676774,-73.960058,8,35,305,3028281,3011480050,Crown Heights North                                                        
2013-14,K023,14K023,P.S. 023 Carter G. Woodson,K023,545 WILLOUGHBY AVENUE,K,14,276,545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,2,P.S. 023 Carter G. Woodson |Brooklyn Charter School |545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11206,40.69407,-73.94756,3,36,25901,3048818,3017590013,Bedford                                                                    
2013-14,K023,84K701      ,Brooklyn Charter School,K701,545 WILLOUGHBY AVENUE,K,14,,545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,2,P.S. 023 Carter G. Woodson |Brooklyn Charter School |545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11206,40.69407,-73.94756,3,36,25901,3048818,3017590013,Bedford                                                                    
2013-14,K102,20K102,P.S. 102 The Bayview,K102,211 72 STREET,K,20,"1,352",,1,P.S. 102 The Bayview,0,1,1,1,0,7C,1251-1500,0.86,3.26,5.55,2.17,1.29,BROOKLYN ,11209,40.63402,-74.029036,10,43,68,3146491,3058900001,Bay Ridge                                                                  
2013-14,K023,,545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,,545 WILLOUGHBY AVENUE,K,14,276,545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,2,P.S. 023 Carter G. Woodson |Brooklyn Charter School |545 WILLOUGHBY AVENUE CONSOLIDATED LOCATION,1,0,0,1,0,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11206,40.69407,-73.94756,3,36,25901,3048818,3017590013,Bedford                                                                    
2013-14,K024,15K024,P.S. 024,K024,427 38 STREET,K,15,699,,1,P.S. 024,0,0,1,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11232,40.652701,-74.004743,7,38,84,3346119,3007010001,Sunset Park West                                                           
2013-14,K025,16K534,Upper School @ P.S. 25,K534,787 LAFAYETTE AVENUE,K,16,151,787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,2,P.S. 025 Eubie Blake School |  Upper School @ P.S. 25 |  787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11221,40.691037,-73.941342,3,36,281,3049858,3017870014,Stuyvesant Heights                                                         
2013-14,K025,16K025,P.S. 025 Eubie Blake School,K025,787 LAFAYETTE AVENUE,K,16,235,787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,2,P.S. 025 Eubie Blake School |  Upper School @ P.S. 25 |  787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11221,40.691037,-73.941342,3,36,281,3049858,3017870014,Stuyvesant Heights                                                         
2013-14,K025,,787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,787 LAFAYETTE AVENUE,K,16,386,787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,2,P.S. 025 Eubie Blake School |  Upper School @ P.S. 25 |  787 LAFAYETTE AVENUE CONSOLIDATED LOCATION,0,3,0,0,2,3C,251-500,0.35,1.06,1.09,0.73,0.5,BROOKLYN ,11221,40.691037,-73.941342,3,36,281,3049858,3017870014,Stuyvesant Heights                                                         
2013-14,K026,16K026,P.S. 026 Jesse Owens,K026,1014 LAFAYETTE AVENUE,K,16,254,1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11221,40.692126,-73.931731,3,36,291,3393805,3016160001,Stuyvesant Heights                                                         
2013-14,K026,16K681,Madiba Prep Middle School,K681,1014 LAFAYETTE AVENUE,K,16,165,1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11221,40.692126,-73.931731,3,36,291,3393805,3016160001,Stuyvesant Heights                                                         
2013-14,K026,16K393,Frederick Douglass Academy IV Secondary School,K393,1014 LAFAYETTE AVENUE,K,16,155,1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11221,40.692126,-73.931731,3,36,291,3393805,3016160001,Stuyvesant Heights                                                         
2013-14,K026,,1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,,1014 LAFAYETTE AVENUE,K,16,574,1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,3,P.S. 026 Jesse Owens |  Frederick Douglass Academy IV Secondary School |  Madiba Prep Middle School |1014 LAFAYETTE AVENUE CONSOLIDATED LOCATION,1,0,6,1,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11221,40.692126,-73.931731,3,36,291,3393805,3016160001,Stuyvesant Heights                                                         
2013-14,K027,84K730      ,Summit Academy Charter School,K730,27 HUNTINGTON STREET,K,15,,27 HUNTINGTON STREET CONSOLIDATED LOCATION,2,Red Hook Neighborhood School|Summit Academy Charter School|27 HUNTINGTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11231,40.677564,-74.005166,6,38,59,3008342,3005250001,Carroll Gardens-Columbia Street-Red Hook                                   
2013-14,K027,15K676,Red Hook Neighborhood School,K676,27 HUNTINGTON STREET,K,15,223,27 HUNTINGTON STREET CONSOLIDATED LOCATION,2,Red Hook Neighborhood School|Summit Academy Charter School|27 HUNTINGTON STREET CONSOLIDATED LOCATION,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11231,40.677564,-74.005166,6,38,59,3008342,3005250001,Carroll Gardens-Columbia Street-Red Hook                                   
2013-14,K027,,27 HUNTINGTON STREET CONSOLIDATED LOCATION,,27 HUNTINGTON STREET,K,15,223,27 HUNTINGTON STREET CONSOLIDATED LOCATION,2,Red Hook Neighborhood School|Summit Academy Charter School|27 HUNTINGTON STREET CONSOLIDATED LOCATION,0,1,0,1,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11231,40.677564,-74.005166,6,38,59,3008342,3005250001,Carroll Gardens-Columbia Street-Red Hook                                   
2013-14,K028,16K028,P.S. 028 The Warren Prep Academy,K028,1001 HERKIMER STREET,K,16,240,,1,P.S. 028 The Warren Prep Academy,0,0,0,0,0,2C,1-250,0.43,1.03,1.23,0.99,0.41,BROOKLYN ,11233,40.678049,-73.92032,3,41,301,3042090,3015480019,Ocean Hill                                                                 
2013-14,K029,15K029,P.S. 029 John M. Harrigan,K029,425 HENRY STREET,K,15,803,,1,P.S. 029 John M. Harrigan,0,0,1,0,0,5C,751-1000,0.52,1.71,2.49,1.16,0.75,BROOKLYN ,11201,40.686951,-73.99806,6,39,45,3255627,3003110001,Carroll Gardens-Columbia Street-Red Hook                                   
2013-14,K031,14K031,P.S. 031 Samuel F. Dupont,K031,75 MESEROLE AVENUE,K,14,596,,1,P.S. 031 Samuel F. Dupont,0,0,0,0,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11222,40.726587,-73.95427,1,33,561,3065299,3025950001,Greenpoint                                                                 
2013-14,K032,15K032,P.S. 032 Samuel Mills Sprole,K032,317 HOYT STREET,K,15,424,317 HOYT STREET CONSOLIDATED LOCATION,2,P.S. 032 Samuel Mills Sprole |  M.S. 442 Carroll Gardens School for Innovation |  317 HOYT STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,3C,251-500,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11231,40.680445,-73.991949,6,39,75,3395587,3004370001,Carroll Gardens-Columbia Street-Red Hook                                   
2013-14,K032,15K442,M.S. 442 Carroll Gardens School for Innovation,K442,317 HOYT STREET,K,15,193,317 HOYT STREET CONSOLIDATED LOCATION,2,P.S. 032 Samuel Mills Sprole |  M.S. 442 Carroll Gardens School for Innovation |  317 HOYT STREET CONSOLIDATED LOCATION ,N/A,N/A,N/A,N/A,N/A,2C,1-250,#N/A,#N/A,#N/A,#N/A,#N/A,BROOKLYN ,11231,40.680445,-73.991949,6,39,75,3395587,3004370001,Carroll Gardens-Columbia Street-Red Hook                                   
2013-14,K032,,317 HOYT STREET CONSOLIDATED LOCATION,,317 HOYT STREET,K,15,617,317 HOYT STREET CONSOLIDATED LOCATION,2,P.S. 032 Samuel Mills Sprole |  M.S. 442 Carroll Gardens School for Innovation |  317 HOYT STREET CONSOLIDATED LOCATION ,1,3,1,4,0,4C,501-750,0.33,1.32,1.76,0.83,0.59,BROOKLYN ,11231,40.680445,-73.991949,6,39,75,3395587,3004370001,Carroll Gardens-Columbia Street-Red Hook                                   
